rating,review
4,"<p property=""reviewBody"" id=""review_215090723"">
We were taken to the Centro de Turismo do Ceara for our shopping stop. The place had variety of shops and tried to sell different merchandise for tourist. Much to our surprise, there were limitation of Brazilian products that attract the attention of visitors. However toward the very end of the shopping complex, my wife found a white dress she was looking for and it fitted her nicely. Well, at least we made our purchase to help the domestic economy.
</p>"
5,"<p property=""reviewBody"" id=""review_227596798"">
Amazing! And beautiful handmade everything stuff possible! Support the local and buy there! The lace is one of the most famous in the world. It take hours and days to be finished by local lady. The price is a bit salty, but is something you are going to have forever
</p>"
3,"<p property=""reviewBody"" id=""review_258619696"">
It was ok... But same as the Central Market, same as the Night market. All sell very similar goods. But nice enough for a quick visit OR if you are looking for something in particular.
</p>"
2,"<p property=""reviewBody"" id=""review_289358676"">
For those who have been to the Brazilian Northeast a few decades ago, what we see now in this handcrafts market seem to be always the same thing, no matter where you are. It is disappointing.
</p>"
4,"<p property=""reviewBody"" id=""review_277893023"">
This is housed in a former prison. Once inside, it is a sort of relief from the hustle and bustle of the city. Most of the stalls sells local handicraft, mainly fabric made products. Prices are more or less the same even compared to the Mercado Centro. You can basically get everything you want here without going to the Mercado Centro. Worth a visit. Although the natural juice store in the courtyard charges about 2-3 BRL more compared to those found on the street - most probably what you pay for the surrounding.
</p>"
5,"<p property=""reviewBody"" id=""review_456565774"">
It is a very traditional place where you can see a huge variety of clothes, lining sheets for beds and tables, hats, sandals etc...it is quite interesting to see. Worth value the visit, which is free by the way.
</p>"
4,"<p property=""reviewBody"" id=""review_461432978"">
Plenty of small artisan shops offering plenty of things for the tourist. Lots of embroidery and lace. There were some wood carvings and also a stall offering cashews which were excellent.<br><br>Located in an old jail it is an interesting building set up, in a not too pleasant neighbourhood.
</p>"
3,"<p property=""reviewBody"" id=""review_458370134"">
This is near to the cathedral and fort so worth a visit if you are in the area but not worth making a special trip to get there. The small shops offering too much of the same type of tourist souveniers are situated off two parallel hallways and there is a cheap but uninspiring cafe. Pleasant to sit in the shade in the central courtyard.
</p>"
5,"<p property=""reviewBody"" id=""review_209628364"">
This is a perfect beach for all those that want to get away from crowded city beaches. Prainha greets you with its calmness, white sand and warm and clean sea (to the opposite of Praia do Futuro). Since it is much less crowded as Praia do Futuro or Beach park, people even nicer and prices at the beach a bit lower! I definitely recommend!
</p>"
5,"<p property=""reviewBody"" id=""review_284493083"">
near Porto das dunas Great fishers Village a lot off Little restaurant.<br>You also can do the buggy trips from here to see adder beaches great please have also hotels and rental houses go2fortaleza
</p>"
1,"<p property=""reviewBody"" id=""review_210808293"">
The beach is meant for the locals. Many people from Fortaleza have beach houses there. There is not a good structure for turists.
</p>"
4,"<p property=""reviewBody"" id=""review_289352906"">
Green, clean waters, coconut trees and water front bars and restaurants, lobsters by kilo. Take a 4-whell ride to visit the village of the rendeiras and their embroidering handcrafts.
</p>"
2,"<p property=""reviewBody"" id=""review_322222668"">
This used to be a good beach but now is like an abandoned place and quite dangerous. Be careful if you take the way from Beach Park here there are a lof of robberies in that road.
</p>"
5,"<p property=""reviewBody"" id=""review_323123989"">
Located aprox. 35 km from Fortaleza (Brazil), offer many options of restaurants on beach sand with several meat and seafood.
</p>"
4,"<p property=""reviewBody"" id=""review_338469973"">
The place and structure is quite simple but less crowded than the city and less expensive than a touristic place like Beach Park.<br><br>Most of the beach restaurants have now free wifi as well and you can also free park in front of the beach places.<br><br>For me, is a good option for spending a day at the beach outside the city.
</p>"
4,"<p property=""reviewBody"" id=""review_68882193"">
In the old city jail, in downtown area, now there is a cultural and commercials center of Fortaleza. Like Mercado Central, on the products, the area holds a variety of stores where once were the prisoners cells. In the center of the area, on the bottom floor there are many shops with people showing how the handcrafts products are made, and on the upper floor, there is a museum showing artifacts of old Fortaleza. If you are on the vicinity of Mercado Central, you may want to take a look at this area too.
</p>"
3,"<p property=""reviewBody"" id=""review_150836661"">
The concept that this place was a prison and now is a tourist destination is interesting, and it is free so the price is right. However, there isn't much to see. The shops are similar to what you'd find elsewhere in the city. If you are in the area, check it out, but don't go out of your way to see it.
</p>"
4,"<p property=""reviewBody"" id=""review_151601741"">
If you are going to tour downtown Fortaleza you should make a stop here. There isn't that much to see, but it is pretty and there are some shops worth checking out.
</p>"
4,"<p property=""reviewBody"" id=""review_158878756"">
All to attract the shopper's. You have all you are looking for. Nice clothes, a lot of white with lace an embroidery. All small individual shops. On the same spot you will find the tourist office (closed on lunch hours)
</p>"
3,"<p property=""reviewBody"" id=""review_211670747"">
Go there, park inside the place, and walk around to buy some handcrafts, cashew nuts and tipical clothing from this part of the country.
</p>"
4,"<p property=""reviewBody"" id=""review_288682480"">
Best place to drink most famous brazilian ""caipirinha"". Excelent restaurants with delicious seafood, fish and shrimps.
</p>"
1,"<p property=""reviewBody"" id=""review_302452383"">
If you would like to walk just for relax or if you like to exercise its the best place in Fortaleza. You can go to take a breakfast, lunch or dinner. There is many restaurants around and beautiful and friendly people. Don't go away without drink "" Agua de coco"" e ""tapioca"". Beautiful sunset !!
</p>"
1,"<p property=""reviewBody"" id=""review_336917667"">
Meireles is a crowded uninspiring and dirty city beach in the middle of a sea of high rises and the crowded and noisy Beira mar street-to cross you take your life in your hands. People sit around on plastic chairs and drink and talk. The water is rough and dirty. No amenities and no charm. Forget this place - not suitable for international tourists.
</p>"
3,"<p property=""reviewBody"" id=""review_320752860"">
The beach seams dirty, and by the end of the day, it really was. But you can sit at a beach restaurant and see the sea from a distance.
</p>"
4,"<p property=""reviewBody"" id=""review_342550451"">
it is a fantastic place... for the day and for the night lots of bars and the nightlife is def worth it...
</p>"
5,"<p property=""reviewBody"" id=""review_347516101"">
Meireles beach is without doubt the most crowded beach in the city centre of Fortaleza.There are lots of facilities there, lots of Barritos (local bars) with direct access to the beach. The beach is nothing special in itself but it is very nice the athmosphere around it. Most of the best hotels of the city are located in front of this beach, which is also home of the most famous and expensive restaurants of Fortaleza!
</p>"
4,"<p property=""reviewBody"" id=""review_351879745"">
It has a busy promenade, with loads of people walking and running. It sounds absolutely safe to be with your most modern running gear. It's about 3.5km in length, so you can do some serious run out there.
</p>"
5,"<p property=""reviewBody"" id=""review_360285407"">
That’s the famous Meireles beach you can see on postcards, with a beautiful promenade, luxury buildings, 5 stars hotels etc. In the morning is visited especially by tourists. You’ll barely see a local bathing in this beach. What they most like to do here is just wander, I mean, walking around.<br>And it’s a great beach to do so, to go for a jogging, to stroll with your family, to flirt, to drink a beer, to see limousines and luxury cars passing by (Fortaleza is the Brazilian city with the second highest number of imported cars), and to go shopping in the handicraft fair. Just a tip, it’s way better to buy things here than in the Market City. Here you can find the same things and cheaper. Another tip, every day after 10 pm some sellers come and scatter their products over there on the floor and they are normally cheaper then the products of the same fair. I bought it there myself several times.
</p>"
4,"<p property=""reviewBody"" id=""review_381996824"">
I stayed una hotel In the MeIrelles Beach, and despite the water In some places be clear, we couldn't have a bath.
</p>"
4,"<p property=""reviewBody"" id=""review_452102306"">
Nice beach, good for family or alone or couples. You can also practice sports like jogging, riding bike..
</p>"
3,"<p property=""reviewBody"" id=""review_237906779"">
Its just a simple square, nice to see, but no more than 20 minutes. At night people say it could be dangerous.
</p>"
4,"<p property=""reviewBody"" id=""review_287512803"">
A beautiful revitalized square in the center of Fortaleza full of history and great view of the sea.
</p>"
3,"<p property=""reviewBody"" id=""review_289351167"">
This is a small park between the old fort that gave the name to Fortaleza and the old prison which is now a tourism and handcrafts center.
</p>"
3,"<p property=""reviewBody"" id=""review_215386562"">
Before going there take a look what is being displayed there. Sometimes they have good expositions but not always. It is not close to the main touristic area so ...
</p>"
4,"<p property=""reviewBody"" id=""review_351177830"">
The Cathedral is located next to the public market. It is free to visit, and easy to get to. The Cathedral is beautiful, byt more sparce inside than many Cathedrals in Brazil. It gives you a quite place to collect and prioritize your thoughts. I recomend everyone go see this.
</p>"
4,"<p property=""reviewBody"" id=""review_369352077"">
Mercado Central is close to the cathedral. Here you can find some good deals for table cloth, bags souvenirs, etc.. Good prices
</p>"
2,"<p property=""reviewBody"" id=""review_439578280"">
As conventional centers go is clean but devoid of added service... good luck finding a cup of coffee. Forget about food. Nothing close by so taxi fares can get expensive with back and forth. Over the course of 4 days only 50% of cabbies in the queue knew how to get to the Holiday Inn! Take your chances.
</p>"
3,"<p property=""reviewBody"" id=""review_342550151"">
It is a good cathedral - but nothing amazing about it - it does take you 4 minutes to get to know it and then you can move on.
</p>"
5,"<p property=""reviewBody"" id=""review_121034794"">
You swim in the warm ocean and take an outdoor shower from the natural springs. Not usual.
</p>"
4,"<p property=""reviewBody"" id=""review_123973778"">
You can see nature, water drom the moutain coming to the sea. Near Morro Branco.
</p>"
5,"<p property=""reviewBody"" id=""review_244092271"">
A great venue if you ever want to organize an international convention. Everything is perfectly organized, disabled friendly and thought about. The small rooms, media rooms etc are great. The escalators are nice as well.<br><br>It must be expensive though! The venue is 20 min from the main city. We were told not to venture out away from the convention centre as it was not safe. But inside we had a great time
</p>"
1,"<p property=""reviewBody"" id=""review_426625852"">
I wasn't informed that the beach was a surfers beach with gigantic waves! There is no way a family with young children can stay near the sea! <br><br>Besides, it is filthy!
</p>"
4,"<p property=""reviewBody"" id=""review_429860367"">
If you like the be comfortable as you enjoy the sun and the beach .... that's the place to go!<br>There are many good and safe BARRACAS ( restaurants) along the beach, some even have swimming pools.<br>There you can have great crabs, delicious grilled fishes and good drinks!<br>The sea water is warm but very violent sometimes !<br>Good place to go with friends and family.
</p>"
3,"<p property=""reviewBody"" id=""review_242173428"">
This brand new mall brings to Fortaleza new stores and opportunities. One doesn't have to travel abroad to buy some brand products. Besides that, it's no new thing. For now, it's too crowded and the service is far from good. The employees are very polite, but the store workers don't know how to receive you properly yet. Let's see if it gets better.
</p>"
2,"<p property=""reviewBody"" id=""review_166784485"">
We had been told or read about fresh water streams pouring from the sandy cliffs but we did not find anything more than a few pipes with a little water coming out. Perhaps we looked in the wrong place. The colored sandy cliffs were unusual.
</p>"
4,"<p property=""reviewBody"" id=""review_152897061"">
It's both great fun and educating. Also has a decent restaurant. All around good trip for anymore of all ages.
</p>"
4,"<p property=""reviewBody"" id=""review_165025398"">
Typical northeast food, cachaça tasting, and lot's of fun and adventurous activities. It's a great place to take your kids.
</p>"
5,"<p property=""reviewBody"" id=""review_437470771"">
My wife and I went to this show; she is Brazilian and from Ceará, I'm English and still learning the language. However I really enjoyed it, the actors, singers and dancers are great and they involve the audience and draw you into the story. The show tells the story about the birth of the state of Ceará from it's Indian beginning and along the way we meet a host of important characters from the history of Ceará, such as The Dragon of the Sea (Dragão Do Mar), Iracema (the Indian woman who gave birth to the first Cearense), Seu Lunga (an angry but very funny old man) and many others.<br><br>Great songs, great show, great performance.
</p>"
5,"<p property=""reviewBody"" id=""review_452232665"">
It´s a stunning, remarkable and funny musical! The music is excellent! The dancers and singers are outstanding! In addition, the story is beautiful! <br>The theater´s décor has so many details that makes you think only an artist could have done it. The curtains are made of hammock fabric (produced in Ceará), all colorful! A real piece of art! <br>And when the show starts you learn about the history of the state through the lines, lyrics, pictures, dances, laughs and cries!<br>When it ends you´ll start planning your next visit! <br>I have seen it 5 times and every time I go, I love it more. <br>The tickets go from R$ 40 to R$ 90; I prefer the superior sits! <br>Highly recommend it!
</p>"
5,"<p property=""reviewBody"" id=""review_455760505"">
wonderful musical about Ceara State legends and popular culture. nice place. honest price. touching.
</p>"
2,"<p property=""reviewBody"" id=""review_210833027"">
I am afraid this was not a good experience. There is very little carving . The best I can say is that the stained glass windows are nice. To make the experience worse there was a beggar who I gave a few pennies to and he then followed us menacing around the place.
</p>"
5,"<p property=""reviewBody"" id=""review_227596579"">
The glass windows were one of the best and beautiful one I have ever seem! Take pic to keep the color and draws!
</p>"
3,"<p property=""reviewBody"" id=""review_245355433"">
I went there on 03-Jul-2014, the day before the World Cup quarter-final between Brazil and Colombia. <br><br>I walked from the pier in Praia de Iracema to there which took slightly over an hour (at leisure pace). I needed a break as it was quite hot. Some of the streets nearby looked a bit rough, so I decided to go inside this cathedral to have a short rest. It was decent inside and the crowd seemed to be mostly tourists at the time. Architecture wise, it looked more or less like other large cathedrals in Sao Paulo that I have seen. <br><br>I wouldn't say this is a ""must"" to visit, but if you happen to be around, then go in and have a look. It certainly felt peaceful inside.
</p>"
4,"<p property=""reviewBody"" id=""review_249916432"">
The two - 75 meter high towers made this church look so majestic. I like to take a good look at the towers before I went inside the church. This church took 40 years to build and can seat 5000 people, that is big. The high ceiling of the church was surrounded by beautiful stained glass. I took a few photos but not enough. <br>Happy Travel!
</p>"
4,"<p property=""reviewBody"" id=""review_275410075"">
The Cathedral is gorgeous, and it is right next to the largest traditional arts and crafts market. The problem is security, as everywhere in the city/country. Too many street kids and beggars, plus the lack of guards around. Worth to visit, but be careful.
</p>"
4,"<p property=""reviewBody"" id=""review_279379844"">
After a fun shopping trip to Mercado Centro the Metropolitana Cathedral is right next door and an easy walk. Although I am not of the Catholic faith I felt humbled to enter such a beautiful place of worship. <br>I respectfully took some pictures of the beautiful stained glass windows and felt very safe while inside.
</p>"
4,"<p property=""reviewBody"" id=""review_277892182"">
From outside, it is a grey huge structure, looks like it was meant to be seen anywhere you are in the city - does help as a direction guide when trying to head back towards the Mercado Centro from the city center. Inside is very well maintined and white. The stained glass is very beautiful. Well worth a visit. Close to the Mercado Centro.
</p>"
3,"<p property=""reviewBody"" id=""review_284491241"">
Very nice but sober inside next to it is marcardo central very nice market good to buy cashew nuts at knickknack .
</p>"
4,"<p property=""reviewBody"" id=""review_329398188"">
I love the old stone cathedrals. A nice quiet stop in a busy town. Nothing for sale, nothing to eat.
</p>"
5,"<p property=""reviewBody"" id=""review_337136864"">
If you seen one you seen them all and this one is nothing special. Besides finding a cheap drink on the street for those normal hot days. Just don't eat the ice!
</p>"
5,"<p property=""reviewBody"" id=""review_138450474"">
This attraction was recommended to us by the locals in Cumbuco. It is approximately 40 to 50 minutes from Fortaleza/Cumbuco in Maranguape. It combined the history of the area and the family responsible for producing Ypioca, with samples of sugar cane juice and cachaca with an 'adventure park' experience for all the family. There are two entrance prices depending on what you want to do for the day. There was far more available than we could do in one day (and you are able to buy passes for more than one day). You can visit the Museum itself (which doesn't take long), have a sample of cachaca, see the largest wooden barrel in the World, go on pedaloes, borrow bikes, relax in a hammock, paintballing, archery, kayaking, zip lining, a climbing wall, paddle boarding, a ride in a speedboat or in a horse and carriage ... the list goes on. The Brazilian guides were all helpful and anxious to show off their English. We were even assigned our own English speaking guide, who was excellent. There was a also a 'per kilo' buffet lunch available, which compared very favourably with others we had experienced. We also thought it was a good idea to give you a 'swipe' card rather than having to carry cash around. One of the best days of our holidays by far. We would definitely recommend a vist.
</p>"
4,"<p property=""reviewBody"" id=""review_391053245"">
Prraia do Futuro has many beaches but I recommend Barraca do Carangeijo or Crocobeach. They are prepared for international tourism and have good food which is not too expensive. Also if you have kids there are attractions there like pools. Security is good but you have to keep an eye on your stuff like always in Brazil.<br>The waves and tides are to be taken into account. Dont go too deep. The ocean has great force and is sometimes underestimated by not local people.<br>It is nice to have a walk but dont go too much to the left (if watching the ocean in front of you) because at the end of the beach live poorer people. Anyway it is a long way to get there so probably you won't even see that.<br>If you do not want to have food in the restaurant then you can have it from the people who sell it on the beach (cajew nuts, little lobsters, oysters, grilled cheese, etc). It is allowed to have a seat at the beach and eat food brought or boughgt from the outside. Not so in the restaurant by itself.<br><br>Come early (10 AM) to get a seat in front of the beach and leave at 5 PM or so so you dont get into the leaving crowd.<br><br>Take the air conditioned busses (guess it is 1 dollar per person or so). Not the little busses (they may have too A/C) because thtey go through a poor village. It is kinda safe but you might not like it or feel insecure. Also there is only locals which might not understand your questions.<br><br>Outside the beaches there is nothing to do. Just get off the bus and go to the beach and when leaving just take it. Maybe you can buy some stuff at the stores when leaving the bus like bikinis or sun blockers, etc....that is ok, but dont walk around much. You will see that there are almost no houses but plain terrains. Watch out and go with people if possible.<br>
</p>"
1,"<p property=""reviewBody"" id=""review_394106502"">
Bad beach, crowded with local drunks, rough waves and dangerous under currents. AVOID!!! Hard to park, bad food, really dangerous water. NO CHILDREN EVER should be taken here.
</p>"
5,"<p property=""reviewBody"" id=""review_382978077"">
Fantastic beach, we come every year and we like barraca Agua na boca it is simple but great service and very good value for money
</p>"
5,"<p property=""reviewBody"" id=""review_396207739"">
A nice beach with lots of restaurants . Some are much better than others, so ask local people for the best to be
</p>"
4,"<p property=""reviewBody"" id=""review_123506054"">
From the outside one might think to skip visitng Fortaleza's Metropolitan Cathedral. (see photo #1) The exterior is laden with a century of city grime. Only over the entrance has it been recently cleaned. It would be a mistake to miss the interior of this beautiful cathedral. Situated in the heart of a bustling area with good, available street parking close by, inside the cathedral it is quiet and peaceful. The interior is gleaming white (see photo #2.) You will find stained glass windows rivaling some of the best of European cathedrals. (Photo #3) I would highly recommend a few minutes away from city hustle spent inside this outwardly dark and forbidding church.
</p>"
5,"<p property=""reviewBody"" id=""review_400910849"">
This is a great beach! There are a ton of restaurants that are literally on the beach. Make sure you find one of the nicer ones. Not a ton of English is spoken here, so plan accordingly.
</p>"
3,"<p property=""reviewBody"" id=""review_403136496"">
Beach was nice enough, quite noisy though so not the place to go for peace and quiet. <br>No sign of any Dec chairs.<br>You could pay for a spray tan on the beach though which we found hilarious!
</p>"
5,"<p property=""reviewBody"" id=""review_126803344"">
Beautiful Cathedral close to a craft market and the beach.
</p>"
4,"<p property=""reviewBody"" id=""review_404075176"">
Beautiful beaches and lots of different barracas (beach clubs) to choose from. Some for families; some for the in crowd. Ask around before going as there are distances between the restaurants (most have a long beach expanse) and some are boarded up and are out of business. Except for the nice barracas, the overall area has been a developers' nightmare, with abandoned buildings and a slum-like neighborhood across the road from the beach properties. Beware walking in the area after dark. Sunday afternoon is the best time for people watching.
</p>"
3,"<p property=""reviewBody"" id=""review_126022241"">
This is a bit of a concrete block compared to most Cathedral I have seen, but there are some pretty stained glass windows.
</p>"
2,"<p property=""reviewBody"" id=""review_151370070"">
Quite dark (polluted) stone, it has a mysterious look from the outside. Inside it is white and luminous but cold. Here you will feel the cold distance between Jesus and the people.
</p>"
4,"<p property=""reviewBody"" id=""review_155765295"">
This is one of the few well kept buildings in this area of the city. It is quite near the central mercantile. Although it is a bit walk up from the beach area the inside is beautiful old world design.
</p>"
4,"<p property=""reviewBody"" id=""review_159220881"">
This is just a lovely peaceful place amid the bustle of a busy city. Access is strange in that it is one floor up through a three or four storey craft market which in itself is worth a wander. Such a shame that the frontage is marred by traffic but nevertheless, worth a visit.
</p>"
2,"<p property=""reviewBody"" id=""review_185860567"">
Fortaleza cathedral it is a modern building of xx century built in classical style but with nothing of special
</p>"
5,"<p property=""reviewBody"" id=""review_460132584"">
A beautiful spectacle! With good music, good dancers, good actors and a good way to tell us a little of the Ceará history.
</p>"
4,"<p property=""reviewBody"" id=""review_425703796"">
We took a 20 mins taxi from Fortaleza and went to the Atlantis Complex which offered a wide range of food,drink, secure storage boxes, swimming pool, showers and toilets.<br>The beach is excellent for swimming and walking by the sea.<br>Well worth the visit.
</p>"
5,"<p property=""reviewBody"" id=""review_415446574"">
That's a very good place to go with some friends, with reasonable price of meals and beverages. The best time to be there is sunset on sunrise, but if you enjoy the hot weather.. Until 9 am to 4 pm it's very good!
</p>"
1,"<p property=""reviewBody"" id=""review_421923966"">
I Got robbed as soon as arrived at the beach. By 3 guys with knife. I searched my iphone with ""find my iphone"" and located it. Then I went to a police station, but incredibly they told nothing that could be done. Nice guys! Nice Region of Brazil! Stay off!!!!
</p>"
4,"<p property=""reviewBody"" id=""review_165462896"">
This is an impressive, austere looking Cathedral and in terms of age, quite young, built between 1939 – 1978 - over 40 years to complete without Government assistance.The style of architecture is Gothic - Roman with two imposing spire towers and a square roof cupolpa in the middle of this typical cruciform structure. <br><br>Walking around the exterior we noticed the ‘cement’ like masonry with weather affected ‘black’ spots that adds some colour to the church’s plain façade. Flying buttresses, arched windows, the omnipresent round stained glass windows above the entry and at each of the cruciform sections reminded us of the typical churches of France – the architect was French.<br><br>Inside is where this church comes into it’s own – built to hold 5,000 patrons and is the third largest in Brazil. It’s mostly white and after the drab appearance outside, the light filtering through the glorious stained glass windows provide a kaleidoscope of colour. Many columns support the vaulted ceiling that is unadorned and a few side chapels gave an insight into the importance of some saints.<br><br>This is a beautiful church and it stands out like a beacon in the middle of this thriving city. Not too far away is the Central Handicraft Market and within a short walk is The Fortress of Nossa Senhora da Assuncao.<br><br>Enjoy your experience!
</p>"
4,"<p property=""reviewBody"" id=""review_381500277"">
A typical and clean beach in the capital of the State of Ceara. Plenty of small resturants where you can stay for the when le day. Nice and teoid water, parking facilities. Worth going.
</p>"
5,"<p property=""reviewBody"" id=""review_347515266"">
The hotel stay was in Praia de Iracema in Fortaleza centre...but we went all the week in Praia do Futuro. Fantastic long beach...ideal for long walks. There are lots of Barritos there (local bars that offers you facilities on the beach like safe/ beach umbrella and beach lounger and lots of wonderful special regional plates and food for very convenient price). Be careful of pick pocketing!!!!
</p>"
2,"<p property=""reviewBody"" id=""review_357940563"">
It's a great extension of sand but the area is very deserted and nearby there's industrial type buildings. The Croco Beach area is the only nice place. Nothing especial really.
</p>"
5,"<p property=""reviewBody"" id=""review_356304509"">
Stay near the barracas where you will get good service and be safe.Do not go wandering off on your own if you are obviously European.Get taxis to and from this beach.
</p>"
4,"<p property=""reviewBody"" id=""review_354894415"">
Super close to Fortalezas downtown, beautiful beach, nice place to surf, so the sea is not so calm, but it's OK. Warm blue water!
</p>"
5,"<p property=""reviewBody"" id=""review_360286445"">
It’s world-famous. The best city of the beach to go bathing. It has an excellent infrastructure, with huge beach-side bars with all kinds of amenities like restaurants, pools, water slides, playgrounds, life guards, wifi, live music, DJs, some of them looks more beach clubs than side-bar beaches. The most busy days are the weekends and Thursdays when you can find comedy shows and popular crab dishes.<br>It’s one of the few beachs of Ceará that is free from jeeps, buggies and quadriclycles on the sand. However be careful with the waves, the current here is very strong, it’s very common to drown. Avoid long stretches of deserted beach, since this is the favorite beach of the tourists, it’s also the favorite beach of the muggers. The only thing in the Praia do Futuro that bothers me is the massive presence of beach peddlers. Just another tip, try your best to avoid stay in a hotel nearby. Although there are great hotels, the night is very deserted too, therefore dangerous. And you would always need a taxi to go anywhere. Believe me!
</p>"
5,"<p property=""reviewBody"" id=""review_355978322"">
The beach is about 5 km long , has many bars , which you can enjoy life, some are child friendly , with its own pool , and levede music on weekends
</p>"
4,"<p property=""reviewBody"" id=""review_365904996"">
open expanse of beach<br>swin<br>play in the sea<br>waves<br>beach front restaurants<br>local cuisine<br>coconut water<br><br>Beach, sun and fun
</p>"
5,"<p property=""reviewBody"" id=""review_366410695"">
The sea water was warm. Perfect to relax and have some good time at the beach. A little bit crowded for an April day,
</p>"
4,"<p property=""reviewBody"" id=""review_376374152"">
The beach is good though what it is really amazing is the infra-structure. Most of the ""beach clubs"" are similar to a resort without the requirements of staying in the resort. <br><br>There is several options in terms of beach clubs from more family one such as Croco Beach(the most famous one), expericing other such as Santa Praia and fancy such as Guarderia or Sunrise (party options).<br><br>
</p>"
5,"<p property=""reviewBody"" id=""review_217740555"">
I didn't do any tours or anything, but I watched the Brasil Columbia game here. We parked at the airport and then walked to the stadium which seemed to be the easiest way to do things. The queues were shorter and quicker then most other stadiums, apart from the queues for the toilet and to buy beer, but that's normal.
</p>"
4,"<p property=""reviewBody"" id=""review_219124974"">
Went for a World Cup knockout game, not a stadium tour. Decent facilities (though lacking TV screens on the concourse, not that I would have missed any action). Comfortable, and we had a good view even from the very back row behind the goal - best view in the ground as we could stand and get a breeze from the gap at the back, handy at 38C! <br>Don't get seats in the lower section for a 1pm kickoff though, 80% watched the second half from the concourse as the sun was punishingly hot.
</p>"
5,"<p property=""reviewBody"" id=""review_225136447"">
A wonderful stadium, and I have been in plenty. I hope the Brasilian federation will stage important league games there. Wonderful people in and around as well
</p>"
5,"<p property=""reviewBody"" id=""review_240897353"">
I've been in construction and now I was amazed how beautiful it was. Worth knowing and the museum of football there. We had lunch at a local restaurant that has good food and service sel. Have background music in simple but very pleasant restaurant and the view of the football field.
</p>"
5,"<p property=""reviewBody"" id=""review_258122041"">
Great stadium, great soccer match. Had it all. And for Brasilian standards the organization was great.
</p>"
4,"<p property=""reviewBody"" id=""review_219126670"">
We enjoyed the arena for the Ghana game of World Cup. We're very disappointed with the Match Hospitality room we paid big bucks for that was outside the arena perimeter and we could not access during the game.
</p>"
4,"<p property=""reviewBody"" id=""review_273149925"">
We saw the Mexico - Brazil game during the last world cup. Even though the score was tied 0-0, it was nevertheless a very exciting game with many crucial saves at the hands of Memo Ochoa, Mexico's goalie. The atmosphere was fantastic with about 65% Brazilian fans and 35% Mexican fans all chanting and encouraging their respective teams. The stadium was very comfortable, all the seats had great visibility. Can't wait to go back.
</p>"
3,"<p property=""reviewBody"" id=""review_283989735"">
The arena Castelao is a great stadium, with excellent views from every seat. We were lucky enough to seat on row 5 and the view was great even that low. The areas surrounding the stadium are not very nice and there are not very options to eat or drink something.
</p>"
4,"<p property=""reviewBody"" id=""review_201920399"">
It is a place to go, different to any other in Fortaleza and the museum is very well preserved, bad that no pictures are allowed because has nice things there from the history of cachaca.<br><br>Fun for kids with lots of water sports.
</p>"
5,"<p property=""reviewBody"" id=""review_299674852"">
What a great arena. Was super clean seats are comfortable and Fortaleza won the game perfect day. If in town make sure to catch a match here. Only wish could have seen a World Cup match. Go with a guild or a local get seats for $30 real lower section great seats and plenty of room.
</p>"
4,"<p property=""reviewBody"" id=""review_326754740"">
Awesome place for a nice time at the beach! Ask for waiter Manuel, you will have a day with the Best Service! <br>The cocktail with passionfruit is a MUST DRINK! <br>
</p>"
4,"<p property=""reviewBody"" id=""review_334220444"">
This is a urban city but yet, you get everything here. The beach clubs are well equiped for whatever you like. From sunbeds and umbrellas to any drink or food supply. The bwater and sand are clean and it is good for surfing. If you have small kids, please pay attention. And on top of that, what my wife like dthe most was a kind of ex´press tanning process while at the beach - for few dolars you can get a quick tan....
</p>"
1,"<p property=""reviewBody"" id=""review_336875669"">
OMG-fallen down, broken, dirty and unsafe! This beach could not be any further from paradise. To imagine that European or North American tourists would want to come here is a joke. The beach is rough, there is no place to lie down, garbage piled up everywhere. Locals congregate in different barracas (sounds like baracks) to eat, scream,'play music and drink beer on plastic chairs. A swimmer picked up a large piece of mash from the water. Well, if you don't like that beach, forget trying your luck at any of the city beaches which are unsafe (can you spell hepatitis!). Unless you have family here, or you live in the cooler south of<br>Brazil and you want a couple of days in the heat-skip Fortaleza. Don't waste your time and your money here!
</p>"
5,"<p property=""reviewBody"" id=""review_330034769"">
This beach is beautiful-- you must go to the area called ""Croco-Beach"", which has large, thatched umbrellas to sit under for protection from the sun. The water is beautiful, which waves breaking at intervals on their way to the shore, very beautiful. There are tide pools; great for dipping. The sand is very wide, ideal for a soccer on the sand type of game or for other activities near, but not in the water. Lots of alcoholic and non-alcoholic beverages too; fruit, lobster, shrimp, etc... Fun place-- wear sun tan lotion to protect yourselves...<br><br>Oh yes-- Taxi is the way to go there, but must leave prior to 5PM as there is crime after that hour. This is a must. There are many taxis at the exit to take back to your hotel...
</p>"
4,"<p property=""reviewBody"" id=""review_340716998"">
If you want to enjoy a beach, strong sun and drink some beer. Praia do futuro is a great choice, cuz is easy to arrive there, the landscape is pretty awesome, perfect to relax. The restaurants has a great variety of food, including fishes, crabs, shrimps, meat, whatever you want with a soft touch of northwest's flavor. Every time you'll see some sellers around the beach, with fantastics products, renna tatoo, accessories at all(great kind of souvenirs).
</p>"
5,"<p property=""reviewBody"" id=""review_341181172"">
Great clean beautiful beach with lots of great bars and an amazing landscape , the waters tend to be fresh and it does not tend to be overcrowded as there are lots of space ,recommended
</p>"
5,"<p property=""reviewBody"" id=""review_342549995"">
Amazing beach - it is worth to go and spend the day there - shame it is not safe and then you have to be careful when walking around.
</p>"
